Experiment industrial
Running on ros_monster
Starting at 2013-05-01T02:55:08.797949
Goal name industrial.top_bin_right_01
60 seconds per run
24.6062 seconds spent to collect the data
1 planners
OMPL_right_arm[TRRTkConfigDefault]
0 common properties
25 properties for each run
param_frontier_node_ratio REAL
param_frontier_threshold REAL
param_k_constant REAL
param_max_states_failed REAL
param_min_temperature REAL
param_range REAL
param_temp_change_factor REAL
path_interpolate_clearance REAL
path_interpolate_correct BOOLEAN
path_interpolate_length REAL
path_interpolate_smoothness REAL
path_interpolate_time REAL
path_plan_clearance REAL
path_plan_correct BOOLEAN
path_plan_length REAL
path_plan_smoothness REAL
path_plan_time REAL
path_simplify_clearance REAL
path_simplify_correct BOOLEAN
path_simplify_length REAL
path_simplify_smoothness REAL
path_simplify_time REAL
process_time REAL
solved BOOLEAN
total_time REAL
48 runs
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.093605504210652973; 1; 5.7092115924393445; 7.3504421200463878e-16; 9.4146000000000003e-05; 0.067470133643258698; 1; 10.180748412181487; 4.7508223492119077; 0.18267700000000001; 0.10533016175031662; 1; 5.7092115924393445; 0; 0.0070159999999999997; 0.097868772000000007; 1; 0.28765591800000001; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.093647638014678292; 1; 5.7017165154137475; 8.26924736083686e-16; 9.1770999999999999e-05; 0.083830829871737442; 1; 17.436576719952878; 6.2050600559634566; 3.1989679999999998; 0.10535683482885361; 1; 5.7017165154137466; 0; 0.0070020000000000004; 0.10469583200000007; 1; 3.3107576029999999; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.089669452847114625; 1; 5.5233961837106449; 6.0269249885845445e-16; 9.1073e-05; 0.058704671449959278; 1; 7.5349243880122847; 3.8391204001248282; 0.178565; 0.10052080638706684; 1; 5.5233961837106467; 0; 0.007025; 0.10436775400000001; 1; 0.29004882700000001; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.093917328478961157; 1; 5.7163230516326591; 5.8190999843225701e-16; 9.4286000000000012e-05; 0.066088000778108835; 1; 7.2839682290821459; 2.9523638888939581; 0.074366000000000002; 0.10548493266105652; 1; 5.7163230516326591; 0; 0.0070049999999999999; 0.097568236000000003; 1; 0.179033522; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.093887177520784834; 1; 5.7162509108266821; 4.9002947276180971e-16; 9.3936000000000003e-05; 0.059434506007366709; 1; 6.6454341428584396; 1.2318281056578373; 0.066347000000000003; 0.10551132634282112; 1; 5.7162509108266821; 0; 0.007012; 0.09789734700000001; 1; 0.17135028300000002; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.093853091114553908; 1; 5.7112147681278698; 4.9002947336275646e-16; 9.4425000000000005e-05; 0.065451776981353765; 1; 8.4870453486402564; 3.9645434557662775; 0.108655; 0.10546566173434258; 1; 5.7112147681278698; 0; 0.0070070000000000002; 0.08994529200000001; 1; 0.20570171700000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.093839664397568537; 1; 5.7281862118658129; 3.3689526237222783e-16; 9.4076000000000012e-05; 0.071543903866161898; 1; 9.836575937387412; 2.748669859726522; 0.19930600000000001; 0.10548809170722961; 1; 5.7281862118658129; 0; 0.0070200000000000002; 0.09251689099999999; 1; 0.298936967; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.093955417388472059; 1; 5.7029962810284074; 4.5940263199152812e-16; 9.4425000000000005e-05; 0.055995597038418055; 1; 8.0230554581775575; 4.2024033288602611; 0.164685; 0.10552576929330826; 1; 5.7029962810284065; 0; 0.0070559999999999998; 0.098100296999999989; 1; 0.26993572199999999; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.094005072168235115; 1; 5.7290917092628497; 5.2065631458765416e-16; 9.4635000000000004e-05; 0.090985385531728913; 1; 9.4746415715157042; 3.874046774920815; 0.070558999999999997; 0.10557058826088905; 1; 5.7290917092628515; 0; 0.0070080000000000003; 0.11041800800000003; 1; 0.18807964300000002; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.094091057777404785; 1; 5.7060690627160113; 6.1253684256730735e-16; 9.2819000000000007e-05; 0.048163391383630891; 1; 9.6928558009620787; 4.7773943283430089; 0.84548800000000002; 0.10558415204286575; 1; 5.7060690627160122; 0; 0.0069940000000000002; 0.10177545500000004; 1; 0.95435027400000005; 
0.10000000000000001; 0.107622; 0.001; 1000; 9.9999999999999994e-12; 0.37; 2; 0.093806312772734407; 1; 5.7203685152138348; 3.9814894635315428e-16; 9.2540000000000005e-05; 0.059367044013924897; 1; 11.476320859427599; 4.5040371327882562; 1.316595; 0.10542925074696541; 1; 5.720368515213833; 0; 0.0069969999999999997; 0.11262869400000003; 1; 1.436313234; 
0.050000000000000003; 0.20000000000000001; 0.001; 1000; 1.0000000000000001e-09; 0.37; 20; 0.093721048585299782; 1; 5.7387107087108422; 1.8376105221542643e-16; 9.6241000000000002e-05; 0.067632141135012105; 1; 7.9105961376002298; 3.9547094287686662; 0.12314; 0.10540014132857323; 1; 5.7387107087108422; 0; 0.0071390000000000004; 0.092516302000000022; 1; 0.22289154300000003; 
0.10000000000000001; 0.107622; 0.000428155; 1000; 1.0000000000000001e-09; 0.5; 20; 0.093698663187438039; 1; 5.7188481009211074; 5.8190999843225701e-16; 9.4286000000000012e-05; 0.060241242094586291; 1; 11.535186049013108; 5.1125797581550172; 0.25194699999999998; 0.10541448369622231; 1; 5.7188481009211092; 0; 0.0070239999999999999; 0.099081867000000018; 1; 0.358147153; 
0.050000000000000003; 0.107622; 0.001; 10; 9.9999999999999994e-12; 0.5; 20; 0.093831653738843987; 1; 5.7239485016413774; 6.1253684035455833e-16; 9.3936000000000003e-05; 0.059715143591165545; 1; 8.7786281865740108; 3.9843345349531916; 0.12294099999999999; 0.10544795542955399; 1; 5.7239485016413765; 0; 0.0070340000000000003; 0.095443334000000019; 1; 0.22551227000000001; 
0.050000000000000003; 0.20000000000000001; 0.000428155; 1000; 9.9999999999999994e-12; 0.5; 2; 0.093792855482676935; 1; 5.6982118471445524; 5.8190999940230782e-16; 9.4355e-05; 0.066237533878948957; 1; 8.4669060470076793; 5.1631015486949439; 0.18734200000000001; 0.10540883615612984; 1; 5.6982118471445524; 0; 0.0070299999999999998; 0.097587194000000016; 1; 0.29205354900000002; 
0.10000000000000001; 0.20000000000000001; 0.000428155; 10; 9.9999999999999994e-12; 0.37; 20; 0.094013903418491626; 1; 5.7195964278177538; 5.5128315664627923e-16; 9.4076000000000012e-05; 0.047944712094389476; 1; 8.5042144557613017; 4.6438902835339837; 0.16381000000000001; 0.10553239658474922; 1; 5.7195964278177538; 0; 0.0070210000000000003; 0.096039244999999995; 1; 0.266964321; 
0.10000000000000001; 0.20000000000000001; 0.001; 10; 1.0000000000000001e-09; 0.5; 2; 0.094029249045355562; 1; 5.7103880364060782; 2.4501473668137828e-16; 9.3937000000000005e-05; 0.080045796185731891; 1; 8.9423653030364445; 5.2538451208786316; 0.15384700000000001; 0.1055908165872097; 1; 5.7103880364060782; 0; 0.0070400000000000003; 0.098640205000000009; 1; 0.25962114200000003; 
0.050000000000000003; 0.107622; 0.000428155; 10; 1.0000000000000001e-09; 0.37; 2; 0.093796964863250995; 1; 5.7190178993942213; 5.819099987049043e-16; 9.1841000000000004e-05; 0.060049743262903861; 1; 13.758026380480187; 4.1145701127089334; 1.616649; 0.10543705895543098; 1; 5.7190178993942213; 0; 0.0070150000000000004; 0.095109735000000015; 1; 1.718865576; 
.
